Iteration,rank,player_id,n_games,rating
1,1,Acidovorax,20,1753.270316773449
1,2,f_Comamonadaceae,20,1323.4823384292624
1,3,Rhodoferax,20,1226.866498313772
1,4,Duganella,9,1117.777423022094
1,5,Caulobacter,3,1076.1057150615477
1,6,Ramlibacter,19,1074.521174813677
1,7,Bosea,6,1074.0595652044553
1,8,f_Caulobacteraceae,2,1065.8323503344589
1,9,Emticicia,1,1053.6689558761013
1,10,Pelomonas,16,1051.644855
1,11,Bradyrhizobium,1,1050.6338793671002
1,12,Brevundimonas,2,1041.575213731453
1,13,Limnohabitans,19,1035.7136718698678
1,14,Massilia,11,1032.3179523117328
1,15,Cellvibrio,6,1029.4300373470398
1,16,Paucibacter,12,1020.6504637837072
1,17,Chitinibacter,3,1015.3064590578911
1,18,Aeromonas,20,1014.0675957312762
1,19,Pseudomonas,18,999.8622131638945
1,20,Deefgea,6,991.3533493001536
1,21,Flavobacterium,20,977.2936966066103
1,22,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,5,975.0698505
1,23,Pseudarcicella,20,974.0107909
1,24,Ottowia,17,969.0275769733499
1,25,Delftia,7,966.9592283116436
1,26,Dechloromonas,9,958.3028918736272
1,27,Caenimonas,7,952.1221452420122
1,28,Ferribacterium,5,949.1048150742397
1,29,Aquabacterium,19,932.1632099610418
1,30,Polaromonas,10,926.4529731453931
1,31,Rheinheimera,8,922.7380449272241
1,32,Variovorax,12,912.9081498237275
1,33,Comamonas,9,900.7935397227639
1,34,f_Rhodocyclaceae,7,895.9626849666248
1,35,Curvibacter,19,892.8508244
1,36,Candidatus Symbiobacter,12,848.8664432052968
1,37,Leptothrix,9,837.8924766337486
1,38,Rhizobacter,17,829.9603818159732
1,39,Sphaerotilus,16,789.7743148266297
1,40,Rivibacter,12,776.5295405205087
1,41,Methylibium,15,763.0763924328417
2,1,Acidovorax,20,1698.748564798826
2,2,f_Comamonadaceae,20,1331.2345796135382
2,3,Pelomonas,16,1195.1054246017814
2,4,Rhodoferax,20,1148.142231582831
2,5,Paucibacter,12,1106.2922839238784
2,6,Bosea,6,1078.6345729099667
2,7,Limnohabitans,19,1071.0329085951803
2,8,Duganella,9,1068.7317523548015
2,9,f_Caulobacteraceae,2,1067.3345693334484
2,10,Emticicia,1,1053.651285728586
2,11,Caulobacter,3,1052.2184707073022
2,12,Bradyrhizobium,1,1051.2488089589374
2,13,Cellvibrio,6,1040.4038420964719
2,14,Pseudomonas,18,1035.6287063963978
2,15,Brevundimonas,2,1033.6227956029934
2,16,Aeromonas,20,1030.2945759726401
2,17,Ramlibacter,19,1024.6036621348974
2,18,Chitinibacter,3,1005.3073625204017
2,19,Massilia,11,992.4052615520903
2,20,Dechloromonas,9,982.1615959014362
2,21,Deefgea,6,979.3111040131087
2,22,Delftia,7,976.8816843597765
2,23,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,5,972.7103565219576
2,24,Flavobacterium,20,966.3034869872022
2,25,Ferribacterium,5,956.0288518742609
2,26,Caenimonas,7,942.0906408912894
2,27,Rheinheimera,8,927.1800169919468
2,28,Ottowia,17,925.3839007323953
2,29,Curvibacter,19,920.6849411300457
2,30,Aquabacterium,19,914.5630310668308
2,31,Polaromonas,10,911.9351967634636
2,32,Pseudarcicella,20,911.1524128704639
2,33,Rhizobacter,17,904.7628542067438
2,34,Variovorax,12,904.1039136130004
2,35,f_Rhodocyclaceae,7,900.7733588177477
2,36,Comamonas,9,889.8912613934059
2,37,Leptothrix,9,841.3683110156505
2,38,Sphaerotilus,16,839.9713242003404
2,39,Candidatus Symbiobacter,12,828.0201608712908
2,40,Rivibacter,12,770.1376756132724
2,41,Methylibium,15,749.9422607793992
3,1,Acidovorax,20,1714.1391237963192
3,2,f_Comamonadaceae,20,1274.3613119221352
3,3,Rhodoferax,20,1237.3432700204153
3,4,Pelomonas,16,1107.1522751059922
3,5,Limnohabitans,19,1098.490176148729
3,6,Ramlibacter,19,1078.8495919861944
3,7,Bosea,6,1078.3708383197834
3,8,f_Caulobacteraceae,2,1075.330057469565
3,9,Duganella,9,1068.6837702662958
3,10,Caulobacter,3,1064.539496948508
3,11,Paucibacter,12,1059.4285100767556
3,12,Emticicia,1,1053.2066665949985
3,13,Bradyrhizobium,1,1051.049962442226
3,14,Brevundimonas,2,1042.4760938288819
3,15,Cellvibrio,6,1039.1398817116124
3,16,Massilia,11,1005.192790772319
3,17,Chitinibacter,3,998.6932797561733
3,18,Deefgea,6,997.4177127
3,19,Flavobacterium,20,991.8921491189949
3,20,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,5,984.8535320825657
3,21,Pseudomonas,18,975.9851057581709
3,22,Pseudarcicella,20,975.7803233889667
3,23,Aeromonas,20,968.0249931569016
3,24,Delftia,7,963.6377019556304
3,25,Curvibacter,19,954.7100757581945
3,26,Ferribacterium,5,950.9932560098482
3,27,Ottowia,17,948.1438653389632
3,28,Dechloromonas,9,944.2407619819801
3,29,Caenimonas,7,943.1914242311046
3,30,Rheinheimera,8,940.4130626243436
3,31,Variovorax,12,923.1976367195947
3,32,Polaromonas,10,918.7384518857424
3,33,Comamonas,9,908.4453030569857
3,34,f_Rhodocyclaceae,7,901.5181630634763
3,35,Aquabacterium,19,878.4858750829811
3,36,Rhizobacter,17,853.8489911163276
3,37,Candidatus Symbiobacter,12,845.5199208497063
3,38,Leptothrix,9,843.5904505100102
3,39,Sphaerotilus,16,813.1130355432128
3,40,Rivibacter,12,773.9757976163713
3,41,Methylibium,15,753.8353133184008
